Id	HitRatio	MissRatio	Reference	InvalidCases	HitTeams	MissTeams
25го ноября, в среду	0.5789473684210527	0.42105263157894735	2020-11-25	2020, 2020--, 2020-11-25T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-11-03, 2021-11-03T, 2021-11-03T09:00, 2021-11-25, 2021-12-01, null	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
25го ноября в среду	0.5789473684210527	0.42105263157894735	2020-11-25	2020, 2020--, 2020-11-25T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-11-03, 2021-11-03T, 2021-11-03T09:00, 2021-11-252021-11-25, 2021-12-01, null	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
25-го ноября (среда)	0.5789473684210527	0.42105263157894735	2020-11-25	2020, 2020--, 2020-11-25T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-11-03, 2021-11-03T, 2021-11-03T09:00, 2021-11-252021-11-25, 2021-12-01	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
25-го ноября (ср)	0.5789473684210527	0.42105263157894735	2020-11-25	2020, 2020--, 2020-11-25T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-11-03, 2021-11-03T, 2021-11-03T09:00, 2021-11-252021-11-25, 2021-12-01	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
25го ноября (ср)	0.5789473684210527	0.42105263157894735	2020-11-25	2020, 2020--, 2020-11-25T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-11-03, 2021-11-03T, 2021-11-03T09:00, 2021-11-252021-11-25, 2021-12-01	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
25е ноября (среда)	0.5789473684210527	0.42105263157894735	2020-11-25	2020, 2020--, 2020-11-25T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-11-03, 2021-11-03T, 2021-11-03T09:00, 2021-11-252021-11-25, 2021-12-01	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
25е ноября (ср)	0.5789473684210527	0.42105263157894735	2020-11-25	2020, 2020--, 2020-11-25T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-11-03, 2021-11-03T, 2021-11-03T09:00, 2021-11-252021-11-25, 2021-12-01	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
25-е ноября (ср.)	0.5789473684210527	0.42105263157894735	2020-11-25	2020, 2020--, 2020-11-25T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-11-252021-11-25, 2021-12-01, 2021-12-01T, 2021-12-01T09:00	-REFERENCE-temporal-corpora-rev3, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
на 11 октября	0.5789473684210527	0.42105263157894735	2020-10-11	2020, 2020--, 2020-08-16, 2020-10-11T00:00, 2020-10-11T02:30, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T11:00, 2020-12-01, 2020-16-08, 2021-10-11, 2021-10-11T, 2021-10-11T09:00	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, Нубы	Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
одиннадцатого октября	0.5789473684210527	0.42105263157894735	2020-10-11	2020, 2020--, 2020-08-16, 2020-10-11T00:00, 2020-10-11T02:30, 2020-10-27, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-16-08, 2021-10-01, 2021-10-01T, 2021-10-01T09:00, 2021-10-11, []	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, Нубы	Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio, schips_21, sisidra
шестого апреля	0.5789473684210527	0.42105263157894735	2020-04-06	2020, 2020--, 2020-04-06T00:00, 2020-06-06, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-4-27, 2020-4-6, 2020-4-6T02:30, 2021-04-01, 2021-04-01T, 2021-04-01T09:00, 2021-04-06, []	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
6 апр.	0.5789473684210527	0.42105263157894735	2020-04-06	2020, 2020--, 2020-04-06T00:00, 2020-06-06, 2020-11-06, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2020-4-5T02:30, 2020-4-6, 2020-4-6T00:00, 2020-4-6T02:30, 2021-04-06, None, i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, MyParser, handcrafted_solution, monuwio, schips_21, Нубы	Cheliki, Le-Coqs, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, sisidra
20.9.1995	0.5789473684210527	0.42105263157894735	1995-09-20	1995-01-01T20:09, 1995-09-20T, 1995-09-20T00:00, 1995-09-20T09:00, 1995-9-20, 1995-9-20T00:0, 1995-9-20T00:00, 1995-9-20T02:30, 2020, 2020-04-06, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, NA	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, MyParser, Shrugged, handcrafted_solution, schips_21, Нубы	Cheliki, Le-Coqs, MLaureen, Microvolnovka, Red-alert, hrambton, monuwio, sisidra
25 января 2026-го	0.5789473684210527	0.42105263157894735	2026-01-25	2020, 2020-01-25, 2020-1-25, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-01-25, 2021-01-25T, 2021-01-25T09:00, 2026-1-25, 2026-1-25T02:30	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, Microvolnovka, MyParser, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, MLaureen, Red-alert, Shrugged, hrambton, schips_21, sisidra
сейчас	0.631578947368421	0.368421052631579	2020-11-27T02:30	2020--, 2020-11-27, 2020-11-27 02:30:00, 2020-11-27T02 : 30, 2020-11-27T02:30:00, 2020-11-27T2:30, 2020-11-28, 2020-11-28T02:44, 2020-11-28T02:48, 2020-11-28T02:50, 2020-11-28T02:51, 2020-11-28T02:52, 2020-11-29, 2020-12-01, None	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, ElenaKiseleva, Inception, MLaureen, Shrugged, handcrafted_solution, hrambton, monuwio, sisidra, Нубы	Dmitry Mikhaylenko, Evgenii Chernov, Le-Coqs, Microvolnovka, MyParser, Red-alert, schips_21
Во вторник, 1 декабря	0.631578947368421	0.368421052631579	2020-12-01	2020, 2020--, 2020-11-27, 2020-11-27T02:30, 2020-12-01T00:00, 2020-12-08, 2020-12-08T, 2020-12-08T09:00, 2020-12-1, 2020-12-1T00:00, 2020-12-1T02:30	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, Red-alert, handcrafted_solution, monuwio, schips_21	Cheliki, Le-Coqs, MLaureen, Shrugged, hrambton, sisidra, Нубы
Вторник, 1 декабря	0.631578947368421	0.368421052631579	2020-12-01	2020, 2020--, 2020-11-27, 2020-11-27T02:30, 2020-12-01T00:00, 2020-12-08, 2020-12-08T, 2020-12-08T09:00, 2020-12-1, 2020-12-1T00:00, 2020-12-1T02:30	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, Red-alert, handcrafted_solution, monuwio, schips_21	Cheliki, Le-Coqs, MLaureen, Shrugged, hrambton, sisidra, Нубы
В эту среду, 25 ноября	0.631578947368421	0.368421052631579	2020-11-25	2020, 2020--, 2020-11-25T00:00, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2021-12-01, 2021-12-01T, 2021-12-01T09:00	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, Evgenii Chernov, Inception, Microvolnovka, MyParser, Red-alert, handcrafted_solution, monuwio, Нубы	ElenaKiseleva, Le-Coqs, MLaureen, Shrugged, hrambton, schips_21, sisidra
16 августа	0.631578947368421	0.368421052631579	2020-08-16	2020, 2020--, 2020-08-16T00:00, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2020-16-08, 2020-8-15T02:30, 2020-8-16, 2020-8-16T00:00, 2020-8-16T02:30, 2021-08-16, 2021-08-16T, 2021-08-16T09:00	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, schips_21, Нубы	Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, sisidra
на 16 августа	0.631578947368421	0.368421052631579	2020-08-16	2020, 2020--, 2020-08-16T00:00, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T16:00, 2020-12-01, 2020-16-08, 2020-8-16, 2020-8-16T02:30, 2021-08-16, 2021-08-16T, 2021-08-16T09:00	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, schips_21, Нубы	Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, sisidra
16 авг	0.631578947368421	0.368421052631579	2020-08-16	2020, 2020--, 2020-08-16T00:00, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2020-16-08, 2020-8-15T02:30, 2020-8-16, 2020-8-16T00:00, 2020-8-16T02:30, 2021-08-16, None, i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, schips_21, Нубы	Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, sisidra
16 авг.	0.631578947368421	0.368421052631579	2020-08-16	2020, 2020--, 2020-08-16T00:00, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2020-16-08, 2020-8-15T02:30, 2020-8-16, 2020-8-16T00:00, 2020-8-16T02:30, 2021-08-16, None, i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, schips_21, Нубы	Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, sisidra
6 апреля	0.631578947368421	0.368421052631579	2020-04-06	2020, 2020--, 2020-04-06T00:00, 2020-06-06, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2020-4-5T02:30, 2020-4-6, 2020-4-6T00:00, 2020-4-6T02:30, 2021-04-06, 2021-04-06T, 2021-04-06T09:00	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, schips_21, Нубы	Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, sisidra
10-го мая 2021 года	0.631578947368421	0.368421052631579	2021-05-10	2020, 2020-05-10, 2020-11-10, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T10:00, 2020-11-27T2:30, 2020-12-01, 2020-5-10, 2021-04-10, 2021-05-01, 2021-05-01T, 2021-05-01T09:00, 2021-5-10, 2021-5-10T02:30, None, [Date(year=2021, month=5, day=None)]	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, Microvolnovka, MyParser, Red-alert, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, MLaureen, Shrugged, hrambton, schips_21, sisidra
10-го мая 2021-го	0.631578947368421	0.368421052631579	2021-05-10	2020, 2020-05-10, 2020-11-10, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T10:00, 2020-11-27T2:30, 2020-12-01, 2020-5-10, 2021-04-10, 2021-05, 2021-05-01, 2021-05-01T, 2021-05-01T09:00, 2021-5, 2021-5-10, [Date(year=2021, month=5, day=None)]	-REFERENCE-temporal-corpora-rev3, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, MLaureen, hrambton, schips_21, sisidra
десятого мая 2021 года	0.631578947368421	0.368421052631579	2021-05-10	2020, 2020-05-10, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-5-10, 2021-04-10, 2021-05, 2021-05-01, 2021-05-01T, 2021-05-01T09:00, 2021-05-10T00:00, 2021-5, 2021-5-10, 2021-5-10T02:30, None, [Date(year=2021, month=5, day=None)]	-REFERENCE-temporal-corpora-rev3, 21-coders, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, Microvolnovka, MyParser, Red-alert, handcrafted_solution, monuwio, Нубы	Cheliki, Dmitry Mikhaylenko, MLaureen, Shrugged, hrambton, schips_21, sisidra
десятого мая 2021 г.	0.631578947368421	0.368421052631579	2021-05-10	2020, 2020-05-10, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-5-10, 2021-04-10, 2021-05, 2021-05-01, 2021-05-01T, 2021-05-01T09:00, 2021-05-10T00:00, 2021-5, 2021-5-10, 2021-5-10T02:30, None, [Date(year=2021, month=5, day=None)]	-REFERENCE-temporal-corpora-rev3, 21-coders, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, Microvolnovka, MyParser, Red-alert, handcrafted_solution, monuwio, Нубы	Cheliki, Dmitry Mikhaylenko, MLaureen, Shrugged, hrambton, schips_21, sisidra
в 2021 году 10 мая	0.631578947368421	0.368421052631579	2021-05-10	2020, 2020--, 2020-05-10, 2020-11-10, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2020-5-10, 2021 - 2020-05-10, 2021 - 2020-5-10, 2021-04-10, 2021-05-10T, 2021-05-10T00:00, 2021-05-10T09:00, 2021-5-10, 2021-5-10T02:30, None, null	-REFERENCE-temporal-corpora-rev3, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, monuwio, schips_21, Нубы	21-coders, Cheliki, Dmitry Mikhaylenko, Le-Coqs, MLaureen, hrambton, sisidra
4 февраля	0.631578947368421	0.368421052631579	2020-02-04	2020, 2020--, 2020-02-04T00:00, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2020-2-3T02:30, 2020-2-4, 2020-2-4T00:00, 2020-2-4T02:30, 2021-02-04, 2021-02-04T, 2021-02-04T09:00	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, schips_21, Нубы	Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, sisidra
4-фев	0.631578947368421	0.368421052631579	2020-02-04	2020, 2020--, 2020-02-04T00:00, 2020-11-04, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-11-4, 2020-11-4T02:30, 2020-12-01, 2020-2-3T02:30, 2020-2-4, 2020-2-4T00:00, None, None - 2021-02-01, i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, schips_21, Нубы	Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, sisidra
4 фев.	0.631578947368421	0.368421052631579	2020-02-04	2020, 2020--, 2020-02-04T00:00, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2020-2-3T02:30, 2020-2-4, 2020-2-4T00:00, 2020-2-4T02:30, 2021-02-04, None, i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, monuwio, schips_21, Нубы	Cheliki, Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, sisidra
20-09-1995	0.631578947368421	0.368421052631579	1995-09-20	1995-01-01T20:09, 1995-09-20T00:00, 1995-9-20, 1995-9-20T00:0, 1995-9-20T00:00, 1995-9-20T02:30, 2020, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, NA, None, i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, MyParser, handcrafted_solution, monuwio, schips_21, Нубы	Cheliki, MLaureen, Microvolnovka, Red-alert, Shrugged, hrambton, sisidra
25 января 2026 года	0.631578947368421	0.368421052631579	2026-01-25	1995-09-20, 2020, 2020-01-25, 2020-1-25, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2021-01-25, 2021-01-25T, 2021-01-25T09:00, 2026-01-25T00:00, 2026-1-25, 2026-1-25T00:0, 2026-1-25T00:00, 2026-1-25T02:30, None	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, Microvolnovka, MyParser, Red-alert, schips_21, Нубы	Cheliki, MLaureen, Shrugged, handcrafted_solution, hrambton, monuwio, sisidra
25 янв. 2026 года	0.631578947368421	0.368421052631579	2026-01-25	2020, 2020-01-25, 2020-1-25, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2026, 2026-01-25T00:00, 2026-1-25, 2026-1-25T00:0, 2026-1-25T00:00, 2026-1-25T02:30, None, [Date(year=2026, month=None, day=None)], i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, 21-coders, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, Microvolnovka, MyParser, Red-alert, handcrafted_solution, monuwio, Нубы	Cheliki, Dmitry Mikhaylenko, MLaureen, Shrugged, hrambton, schips_21, sisidra
25-го января 2026 года	0.631578947368421	0.368421052631579	2026-01-25	2020, 2020-01-25, 2020-1-25, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T2:30, 2020-12-01, 2021-01-01, 2021-01-01T, 2021-01-01T09:00, 2026-1-25, 2026-1-25T02:30, None, [Date(year=2026, month=1, day=None)]	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, Microvolnovka, MyParser, Red-alert, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, MLaureen, Shrugged, hrambton, schips_21, sisidra
1 декабря	0.6842105263157895	0.3157894736842105	2020-12-01	2020, 2020--, 2020-11-27, 2020-11-27T02:30, 2020-12-01T, 2020-12-01T00:00, 2020-12-01T09:00, 2020-12-1, 2020-12-1T00:00, 2020-12-1T02:30	-REFERENCE-temporal-corpora-rev3, 21-coders, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, monuwio, schips_21	Cheliki, Le-Coqs, MLaureen, hrambton, sisidra, Нубы
11 октября	0.6842105263157895	0.3157894736842105	2020-10-11	2020, 2020--, 2020-08-16, 2020-10-10T02:30, 2020-10-11T00:00, 2020-10-11T02:30, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2020-16-08, 2021-10-11, 2021-10-11T, 2021-10-11T09:00	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, schips_21, sisidra, Нубы	Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio
11 окт	0.6842105263157895	0.3157894736842105	2020-10-11	2020, 2020--, 2020-08-16, 2020-10-10T02:30, 2020-10-11T00:00, 2020-10-11T02:30, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2020-16-08, 2021-10-11, None, i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, schips_21, sisidra, Нубы	Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio
11 окт.	0.6842105263157895	0.3157894736842105	2020-10-11	2020, 2020--, 2020-08-16, 2020-10-10T02:30, 2020-10-11T00:00, 2020-10-11T02:30, 2020-11-26T02:30, 2020-11-27, 2020-11-27T02:30, 2020-12-01, 2020-16-08, 2021-10-11, None, i dont know how to parse this sorry	-REFERENCE-temporal-corpora-rev3, 21-coders, Cheliki, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Microvolnovka, MyParser, handcrafted_solution, schips_21, sisidra, Нубы	Le-Coqs, MLaureen, Red-alert, Shrugged, hrambton, monuwio
на 10-е мая 2021 года	0.6842105263157895	0.3157894736842105	2021-05-10	2020, 2020-05-10, 2020-11-10, 2020-11-26T02:30, 2020-11-27, 2020-11-27 00:00:00, 2020-11-27 02:30:00, 2020-11-27T02:30, 2020-11-27T10:00, 2020-11-27T2:30, 2020-12-01, 2020-5-10, 2021-04-10, 2021-05-10T, 2021-05-10T09:00, 2021-5-10, 2021-5-10T02:30, None, [Date(year=2021, month=5, day=None)]	-REFERENCE-temporal-corpora-rev3, Dmitry Mikhaylenko, ElenaKiseleva, Evgenii Chernov, Inception, Le-Coqs, Microvolnovka, MyParser, Red-alert, Shrugged, handcrafted_solution, monuwio, Нубы	21-coders, Cheliki, MLaureen, hrambton, schips_21, sisidra
